activity_seq_name,activity_seq_path,activity_seq_length,activity
likebeckam_kick_ball_f_nm_np1_fr_bad_19,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/likebeckam_kick_ball_f_nm_np1_fr_bad_19,10,kick_ball
Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_med_3,16,kick_ball
Wayne_Rooney_At_Home_Funny_Must_See_kick_ball_f_cm_np1_ba_med_6,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Wayne_Rooney_At_Home_Funny_Must_See_kick_ball_f_cm_np1_ba_med_6,14,kick_ball
Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_goo_2,8,kick_ball
Ribery_Torwandschiessen_Sportstudio_kick_ball_l_nm_np1_ba_med_6,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Ribery_Torwandschiessen_Sportstudio_kick_ball_l_nm_np1_ba_med_6,15,kick_ball
Nike_Soccer_Commercial_-_Good_vs__Evil_kick_ball_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Nike_Soccer_Commercial_-_Good_vs__Evil_kick_ball_f_cm_np1_fr_med_0,14,kick_ball
Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_med_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_med_5,17,kick_ball
Amazing_Soccer_#2_kick_ball_u_cm_np1_ba_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Amazing_Soccer_#2_kick_ball_u_cm_np1_ba_bad_0,8,kick_ball
The_Monk_Best_Bits_2_kick_ball_f_cm_np3_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/The_Monk_Best_Bits_2_kick_ball_f_cm_np3_fr_med_0,9,kick_ball
Dhan_Dhana_Dhan_Goal_(2007)_w__Eng_Sub_-_Watch_Online_-_8_16_kick_ball_l_cm_np1_ri_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Dhan_Dhana_Dhan_Goal_(2007)_w__Eng_Sub_-_Watch_Online_-_8_16_kick_ball_l_cm_np1_ri_med_1,11,kick_ball
Das_Wunder_von_Bern_(Deutschland_2002_2003)_kick_ball_f_cm_np3_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Das_Wunder_von_Bern_(Deutschland_2002_2003)_kick_ball_f_cm_np3_fr_med_0,9,kick_ball
funny_soccer_commercial_kick_ball_f_cm_np1_ri_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/funny_soccer_commercial_kick_ball_f_cm_np1_ri_med_1,14,kick_ball
The_Monk_Best_Bits_2_kick_ball_f_cm_np5_le_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/The_Monk_Best_Bits_2_kick_ball_f_cm_np5_le_goo_1,10,kick_ball
Dhan_Dhana_Dhan_Goal_(2007)_w__Eng_Sub_-_Watch_Online_-_4_16_kick_ball_f_cm_np1_fr_goo_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Dhan_Dhana_Dhan_Goal_(2007)_w__Eng_Sub_-_Watch_Online_-_4_16_kick_ball_f_cm_np1_fr_goo_3,16,kick_ball
FOOT_2009_(REMI_GAILLARD)_kick_ball_f_cm_np1_fr_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/FOOT_2009_(REMI_GAILLARD)_kick_ball_f_cm_np1_fr_bad_0,7,kick_ball
The_Monk_Best_Bits_2_kick_ball_l_cm_np1_le_bad_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/The_Monk_Best_Bits_2_kick_ball_l_cm_np1_le_bad_3,9,kick_ball
How_to_Shoot_Penalty_Kicks_kick_ball_f_cm_np1_ba_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/How_to_Shoot_Penalty_Kicks_kick_ball_f_cm_np1_ba_bad_0,10,kick_ball
Nike_Soccer_Freestyle_kick_ball_f_cm_np1_fr_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Nike_Soccer_Freestyle_kick_ball_f_cm_np1_fr_med_3,9,kick_ball
goal_2_part_1_kick_ball_f_cm_np1_ba_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/goal_2_part_1_kick_ball_f_cm_np1_ba_bad_0,24,kick_ball
FOOT_2009_(REMI_GAILLARD)_kick_ball_f_cm_np1_fr_bad_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/FOOT_2009_(REMI_GAILLARD)_kick_ball_f_cm_np1_fr_bad_3,10,kick_ball
Britney_Spears_-_Comercial_Pepsi_soccer_kick_ball_f_nm_np1_fr_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Britney_Spears_-_Comercial_Pepsi_soccer_kick_ball_f_nm_np1_fr_med_3,7,kick_ball
Banned_Commercials_-_Nike_-_Soccer_vs_ninjas_kick_ball_f_nm_np1_fr_med_8,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Banned_Commercials_-_Nike_-_Soccer_vs_ninjas_kick_ball_f_nm_np1_fr_med_8,10,kick_ball
Dhan_Dhana_Dhan_Goal_(2007)_w__Eng_Sub_-_Watch_Online_-_3_16_kick_ball_f_cm_np1_fr_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Dhan_Dhana_Dhan_Goal_(2007)_w__Eng_Sub_-_Watch_Online_-_3_16_kick_ball_f_cm_np1_fr_med_1,9,kick_ball
Goal_1_&_2_kick_ball_l_cm_np2_le_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Goal_1_&_2_kick_ball_l_cm_np2_le_bad_1,12,kick_ball
Britney_Spears_-_Comercial_Pepsi_soccer_kick_ball_f_nm_np1_fr_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Britney_Spears_-_Comercial_Pepsi_soccer_kick_ball_f_nm_np1_fr_med_2,9,kick_ball
Lattenknaller_-_M_nner_wie_wir_(Teil_11)_kick_ball_f_cm_np5_le_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Lattenknaller_-_M_nner_wie_wir_(Teil_11)_kick_ball_f_cm_np5_le_med_3,12,kick_ball
LittleChildren_kick_ball_l_cm_np1_ri_bad_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/LittleChildren_kick_ball_l_cm_np1_ri_bad_4,10,kick_ball
Goal_1_&_2_kick_ball_f_cm_np1_fr_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Goal_1_&_2_kick_ball_f_cm_np1_fr_goo_2,8,kick_ball
Banned_Commercials_-_Nike_-_Soccer_vs_ninjas_kick_ball_f_nm_np1_fr_goo_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Banned_Commercials_-_Nike_-_Soccer_vs_ninjas_kick_ball_f_nm_np1_fr_goo_3,10,kick_ball
Nike_Soccer_Commercial_-_Good_vs__Evil_kick_ball_f_cm_np1_fr_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Nike_Soccer_Commercial_-_Good_vs__Evil_kick_ball_f_cm_np1_fr_med_3,12,kick_ball
How_to_Shoot_Penalty_Kicks_kick_ball_f_cm_np1_ba_bad_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/How_to_Shoot_Penalty_Kicks_kick_ball_f_cm_np1_ba_bad_4,8,kick_ball
Amazing_Soccer_#2_kick_ball_f_cm_np1_fr_bad_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Amazing_Soccer_#2_kick_ball_f_cm_np1_fr_bad_3,7,kick_ball
Amazing_Soccer_#2_kick_ball_f_cm_np1_fr_bad_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Amazing_Soccer_#2_kick_ball_f_cm_np1_fr_bad_4,12,kick_ball
Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_med_9,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_med_9,16,kick_ball
FC_Venus_-_Ausschnitt_Teil_3_kick_ball_l_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/FC_Venus_-_Ausschnitt_Teil_3_kick_ball_l_cm_np1_fr_med_0,8,kick_ball
Banned_Commercials_-_Nike_-_Soccer_vs_ninjas_kick_ball_f_nm_np1_fr_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Banned_Commercials_-_Nike_-_Soccer_vs_ninjas_kick_ball_f_nm_np1_fr_goo_1,11,kick_ball
FIFA_11_Gamescom-Trailer_kick_ball_f_cm_np1_ba_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/FIFA_11_Gamescom-Trailer_kick_ball_f_cm_np1_ba_med_3,10,kick_ball
Mean_Machine_2001_(Part_9)_kick_ball_l_cm_np2_ri_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Mean_Machine_2001_(Part_9)_kick_ball_l_cm_np2_ri_goo_2,7,kick_ball
Der_f_nfte_Spieltag_kick_ball_f_cm_np2_ba_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Der_f_nfte_Spieltag_kick_ball_f_cm_np2_ba_med_3,9,kick_ball
Nike_Soccer_Freestyle_kick_ball_f_cm_np1_ri_med_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Nike_Soccer_Freestyle_kick_ball_f_cm_np1_ri_med_4,12,kick_ball
GOAL_2_living_the_dream_movie_part_9_kick_ball_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/GOAL_2_living_the_dream_movie_part_9_kick_ball_f_cm_np1_fr_med_0,13,kick_ball
Mean_Machine_2001_(Part_9)_kick_ball_f_cm_np3_ri_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Mean_Machine_2001_(Part_9)_kick_ball_f_cm_np3_ri_med_1,10,kick_ball
Dhan_Dhana_Dhan_Goal_(2007)_w__Eng_Sub_-_Watch_Online_-_8_16_kick_ball_f_cm_np1_fr_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Dhan_Dhana_Dhan_Goal_(2007)_w__Eng_Sub_-_Watch_Online_-_8_16_kick_ball_f_cm_np1_fr_goo_0,11,kick_ball
Ribery_Torwandschiessen_Sportstudio_kick_ball_l_nm_np1_ba_med_8,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Ribery_Torwandschiessen_Sportstudio_kick_ball_l_nm_np1_ba_med_8,13,kick_ball
Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_med_10,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_med_10,16,kick_ball
pepsi_banned_soccer_commercial_kick_ball_f_nm_np1_le_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/pepsi_banned_soccer_commercial_kick_ball_f_nm_np1_le_bad_1,9,kick_ball
GOAL_2_living_the_dream_movie_part_2_kick_ball_f_cm_np1_fr_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/GOAL_2_living_the_dream_movie_part_2_kick_ball_f_cm_np1_fr_bad_2,15,kick_ball
Dhan_Dhana_Dhan_Goal_(2007)_w__Eng_Sub_-_Watch_Online_-_3_16_kick_ball_f_cm_np1_fr_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Dhan_Dhana_Dhan_Goal_(2007)_w__Eng_Sub_-_Watch_Online_-_3_16_kick_ball_f_cm_np1_fr_goo_0,11,kick_ball
FC_Venus_-_Ausschnitt_Teil_2_kick_ball_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/FC_Venus_-_Ausschnitt_Teil_2_kick_ball_f_cm_np1_fr_med_0,12,kick_ball
Das_Wunder_von_Bern_(Deutschland_2002_2003)_kick_ball_f_cm_np1_le_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Das_Wunder_von_Bern_(Deutschland_2002_2003)_kick_ball_f_cm_np1_le_med_1,9,kick_ball
LONGESTYARD_kick_ball_f_cm_np1_fr_bad_30,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/LONGESTYARD_kick_ball_f_cm_np1_fr_bad_30,10,kick_ball
How_to_Shoot_Penalty_Kicks_kick_ball_f_cm_np1_ba_bad_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/How_to_Shoot_Penalty_Kicks_kick_ball_f_cm_np1_ba_bad_3,7,kick_ball
Der_f_nfte_Spieltag_kick_ball_f_cm_np1_ri_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Der_f_nfte_Spieltag_kick_ball_f_cm_np1_ri_goo_0,9,kick_ball
metacafe_coolsoccer_kick_ball_f_cm_np1_ba_bad_10,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/metacafe_coolsoccer_kick_ball_f_cm_np1_ba_bad_10,13,kick_ball
Banned_Commercials_-_Nike_-_Soccer_vs_ninjas_kick_ball_f_nm_np1_fr_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Banned_Commercials_-_Nike_-_Soccer_vs_ninjas_kick_ball_f_nm_np1_fr_goo_0,10,kick_ball
The_Monk_Best_Bits_2_kick_ball_f_cm_np2_ri_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/The_Monk_Best_Bits_2_kick_ball_f_cm_np2_ri_med_2,12,kick_ball
Britney_Spears_-_Comercial_Pepsi_soccer_kick_ball_f_nm_np1_ba_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Britney_Spears_-_Comercial_Pepsi_soccer_kick_ball_f_nm_np1_ba_med_0,10,kick_ball
Eine_andere_Liga_(10_10)_kick_ball_f_cm_np1_le_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Eine_andere_Liga_(10_10)_kick_ball_f_cm_np1_le_bad_0,13,kick_ball
How_to_kick_a_soccer_ball_the_right_way_kick_ball_l_nm_np1_ba_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/How_to_kick_a_soccer_ball_the_right_way_kick_ball_l_nm_np1_ba_bad_0,12,kick_ball
Ribery_Torwandschiessen_Sportstudio_kick_ball_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Ribery_Torwandschiessen_Sportstudio_kick_ball_f_cm_np1_fr_med_0,14,kick_ball
Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_med_7,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_med_7,17,kick_ball
Amazing_Soccer_#2_kick_ball_f_cm_np1_le_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Amazing_Soccer_#2_kick_ball_f_cm_np1_le_bad_2,7,kick_ball
likebeckam_kick_ball_f_nm_np1_ba_bad_39,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/likebeckam_kick_ball_f_nm_np1_ba_bad_39,9,kick_ball
Amazing_Soccer_#2_kick_ball_f_cm_np1_fr_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Amazing_Soccer_#2_kick_ball_f_cm_np1_fr_bad_1,8,kick_ball
Der_f_nfte_Spieltag_kick_ball_f_cm_np2_le_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Der_f_nfte_Spieltag_kick_ball_f_cm_np2_le_med_1,9,kick_ball
metacafe_coolsoccer_kick_ball_f_cm_np1_ba_bad_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/metacafe_coolsoccer_kick_ball_f_cm_np1_ba_bad_4,10,kick_ball
Eine_andere_Liga_(10_10)_kick_ball_f_cm_np1_fr_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Eine_andere_Liga_(10_10)_kick_ball_f_cm_np1_fr_med_1,17,kick_ball
DWK_1_-_Der_ganze_Film_(Part_8_9)_kick_ball_f_cm_np1_ba_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/DWK_1_-_Der_ganze_Film_(Part_8_9)_kick_ball_f_cm_np1_ba_goo_0,17,kick_ball
Mean_Machine_2001_(Part_9)_kick_ball_f_cm_np3_le_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Mean_Machine_2001_(Part_9)_kick_ball_f_cm_np3_le_bad_0,7,kick_ball
Der_f_nfte_Spieltag_kick_ball_f_cm_np1_ri_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Der_f_nfte_Spieltag_kick_ball_f_cm_np1_ri_goo_2,9,kick_ball
Banned_Commercials_-_Nike_-_Soccer_vs_ninjas_kick_ball_f_nm_np1_fr_bad_7,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Banned_Commercials_-_Nike_-_Soccer_vs_ninjas_kick_ball_f_nm_np1_fr_bad_7,8,kick_ball
Nike_Soccer_Freestyle_kick_ball_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Nike_Soccer_Freestyle_kick_ball_f_cm_np1_fr_med_0,10,kick_ball
GOAL_2_living_the_dream_movie_part_2_kick_ball_f_cm_np1_fr_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/GOAL_2_living_the_dream_movie_part_2_kick_ball_f_cm_np1_fr_med_3,17,kick_ball
How_to_Shoot_Penalty_Kicks_kick_ball_f_cm_np1_ba_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/How_to_Shoot_Penalty_Kicks_kick_ball_f_cm_np1_ba_bad_2,9,kick_ball
Dhan_Dhana_Dhan_Goal_(2007)_w__Eng_Sub_-_Watch_Online_-_4_16_kick_ball_f_cm_np1_ri_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Dhan_Dhana_Dhan_Goal_(2007)_w__Eng_Sub_-_Watch_Online_-_4_16_kick_ball_f_cm_np1_ri_goo_2,18,kick_ball
FIFA_11_Gamescom-Trailer_kick_ball_f_cm_np1_ba_med_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/FIFA_11_Gamescom-Trailer_kick_ball_f_cm_np1_ba_med_4,11,kick_ball
Goal_1_&_2_kick_ball_f_cm_np3_ri_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Goal_1_&_2_kick_ball_f_cm_np3_ri_med_3,7,kick_ball
funny_soccer_commercial_kick_ball_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/funny_soccer_commercial_kick_ball_f_cm_np1_fr_med_0,10,kick_ball
Lattenknaller_-_M_nner_wie_wir_(Teil_11)_kick_ball_f_cm_np5_le_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Lattenknaller_-_M_nner_wie_wir_(Teil_11)_kick_ball_f_cm_np5_le_med_1,8,kick_ball
Britney_Spears_-_Comercial_Pepsi_soccer_kick_ball_f_nm_np1_fr_med_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Britney_Spears_-_Comercial_Pepsi_soccer_kick_ball_f_nm_np1_fr_med_4,7,kick_ball
Amazing_Soccer_#2_kick_ball_f_cm_np1_ba_bad_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Amazing_Soccer_#2_kick_ball_f_cm_np1_ba_bad_5,9,kick_ball
likebeckam_kick_ball_f_nm_np1_fr_bad_13,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/likebeckam_kick_ball_f_nm_np1_fr_bad_13,5,kick_ball
Nike_Soccer_Freestyle_kick_ball_f_cm_np1_ba_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Nike_Soccer_Freestyle_kick_ball_f_cm_np1_ba_med_1,8,kick_ball
likebeckam_kick_ball_f_nm_np1_fr_bad_18,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/likebeckam_kick_ball_f_nm_np1_fr_bad_18,9,kick_ball
Britney_Spears_-_Comercial_Pepsi_soccer_kick_ball_l_nm_np1_fr_med_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Britney_Spears_-_Comercial_Pepsi_soccer_kick_ball_l_nm_np1_fr_med_5,7,kick_ball
Goal_1_&_2_kick_ball_f_cm_np4_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Goal_1_&_2_kick_ball_f_cm_np4_fr_med_0,10,kick_ball
Awesome_Amazing_Great_Soccer_Free_Kicks_kick_ball_f_cm_np1_ba_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Awesome_Amazing_Great_Soccer_Free_Kicks_kick_ball_f_cm_np1_ba_bad_0,10,kick_ball
Dhan_Dhana_Dhan_Goal_(2007)_w__Eng_Sub_-_Watch_Online_-_3_16_kick_ball_f_cm_np1_le_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Dhan_Dhana_Dhan_Goal_(2007)_w__Eng_Sub_-_Watch_Online_-_3_16_kick_ball_f_cm_np1_le_med_2,10,kick_ball
pepsi_banned_soccer_commercial_kick_ball_f_cm_np1_fr_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/pepsi_banned_soccer_commercial_kick_ball_f_cm_np1_fr_bad_0,10,kick_ball
Wayne_Rooney_At_Home_Funny_Must_See_kick_ball_f_cm_np1_le_bad_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Wayne_Rooney_At_Home_Funny_Must_See_kick_ball_f_cm_np1_le_bad_4,9,kick_ball
Wayne_Rooney_At_Home_Funny_Must_See_kick_ball_f_cm_np1_le_bad_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Wayne_Rooney_At_Home_Funny_Must_See_kick_ball_f_cm_np1_le_bad_5,21,kick_ball
BRIAN_CLOUGH_-_ON_THE_TRAINING_GROUND_kick_ball_f_cm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/BRIAN_CLOUGH_-_ON_THE_TRAINING_GROUND_kick_ball_f_cm_np1_ri_med_0,14,kick_ball
FOOT_2009_(REMI_GAILLARD)_kick_ball_f_cm_np1_fr_bad_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/FOOT_2009_(REMI_GAILLARD)_kick_ball_f_cm_np1_fr_bad_4,10,kick_ball
Britney_Spears_-_Comercial_Pepsi_soccer_kick_ball_f_nm_np1_fr_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Britney_Spears_-_Comercial_Pepsi_soccer_kick_ball_f_nm_np1_fr_med_1,8,kick_ball
Nike_Soccer_Freestyle_kick_ball_f_cm_np1_le_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Nike_Soccer_Freestyle_kick_ball_f_cm_np1_le_med_2,11,kick_ball
Amazing_Soccer_#2_kick_ball_f_cm_np1_fr_bad_6,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Amazing_Soccer_#2_kick_ball_f_cm_np1_fr_bad_6,9,kick_ball
Dhan_Dhana_Dhan_Goal_(2007)_w__Eng_Sub_-_Watch_Online_-_4_16_kick_ball_f_cm_np1_le_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Dhan_Dhana_Dhan_Goal_(2007)_w__Eng_Sub_-_Watch_Online_-_4_16_kick_ball_f_cm_np1_le_med_1,8,kick_ball
Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_goo_1,9,kick_ball
How_to_Shoot_Penalty_Kicks_kick_ball_f_cm_np1_ba_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/How_to_Shoot_Penalty_Kicks_kick_ball_f_cm_np1_ba_bad_1,10,kick_ball
Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_med_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_med_4,21,kick_ball
Banned_Commercials_-_Nike_-_Soccer_vs_ninjas_kick_ball_f_cm_np1_ri_med_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Banned_Commercials_-_Nike_-_Soccer_vs_ninjas_kick_ball_f_cm_np1_ri_med_4,12,kick_ball
metacafe_coolsoccer_kick_ball_f_nm_np1_ba_bad_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/metacafe_coolsoccer_kick_ball_f_nm_np1_ba_bad_5,17,kick_ball
Banned_Commercials_-_Nike_-_Soccer_vs_ninjas_kick_ball_f_cm_np1_ri_goo_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Banned_Commercials_-_Nike_-_Soccer_vs_ninjas_kick_ball_f_cm_np1_ri_goo_5,8,kick_ball
Nike_Soccer_Commercial_-_Good_vs__Evil_kick_ball_f_cm_np1_le_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Nike_Soccer_Commercial_-_Good_vs__Evil_kick_ball_f_cm_np1_le_med_1,9,kick_ball
Kendo_Basics_sword_exercise_f_nm_np1_ri_bad_6,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/sword_exercise/Kendo_Basics_sword_exercise_f_nm_np1_ri_bad_6,14,sword_exercise
Iaido_video_instruction_series_Wehrhahn_Sensei_sword_exercise_f_nm_np1_le_bad_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/sword_exercise/Iaido_video_instruction_series_Wehrhahn_Sensei_sword_exercise_f_nm_np1_le_bad_3,8,sword_exercise
samurai_training_sword_exercise_f_cm_np1_fr_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/sword_exercise/samurai_training_sword_exercise_f_cm_np1_fr_med_2,40,sword_exercise
Sword_and_Targe_Solo_Exercises_sword_exercise_f_cm_np1_fr_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/sword_exercise/Sword_and_Targe_Solo_Exercises_sword_exercise_f_cm_np1_fr_med_1,31,sword_exercise
Samurai_Sword_Techniques_-_Samurai_Sword_Slashes_sword_exercise_f_nm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/sword_exercise/Samurai_Sword_Techniques_-_Samurai_Sword_Slashes_sword_exercise_f_nm_np1_fr_med_0,62,sword_exercise
